,date,mood,device
69,2017-10-05 03:20:15,happy,1
70,2017-10-05 04:15:54,sad,1
71,2017-10-05 03:16:46,happy,1
72,2017-10-05 06:37:26,sad,1
73,2017-10-05 08:35:01,sad,1
74,2017-10-05 20:19:50,sad,1
75,2017-10-05 14:07:29,sad,1
76,2017-10-05 10:16:32,neutral,1
77,2017-10-05 03:39:39,neutral,1
78,2017-10-05 16:17:55,happy,1
79,2017-10-05 16:53:18,neutral,1
80,2017-10-05 08:11:02,neutral,1
81,2017-10-05 04:03:46,happy,1
82,2017-10-05 03:03:48,neutral,1
83,2017-10-05 17:53:43,sad,1
84,2017-10-05 04:58:50,neutral,1
85,2017-10-05 12:01:17,happy,1
86,2017-10-05 14:31:30,neutral,1
87,2017-10-05 06:30:52,happy,1
88,2017-10-05 13:19:35,neutral,1
89,2017-10-05 13:25:36,neutral,1
90,2017-10-05 16:02:22,neutral,1
91,2017-10-05 14:15:11,happy,1
92,2017-10-05 21:02:16,happy,1
93,2017-10-05 13:28:18,neutral,1
94,2017-10-05 23:38:30,happy,1
95,2017-10-05 14:38:13,happy,1
96,2017-10-05 19:27:16,neutral,1
97,2017-10-05 14:00:50,happy,1
98,2017-10-05 14:20:38,neutral,1
99,2017-10-05 10:18:15,sad,1
100,2017-10-05 08:57:52,neutral,1
101,2017-10-05 03:40:46,happy,1
102,2017-10-05 12:17:43,happy,1
103,2017-10-06 21:30:10,neutral,1
104,2017-10-06 04:10:57,sad,1
105,2017-10-06 23:52:16,neutral,1
106,2017-10-06 05:17:25,neutral,1
107,2017-10-06 05:57:01,sad,1
108,2017-10-06 13:28:45,neutral,1
109,2017-10-06 17:13:48,sad,1
110,2017-10-06 01:40:35,neutral,1
111,2017-10-06 05:43:04,neutral,1
112,2017-10-06 16:21:49,happy,1
113,2017-10-06 13:55:13,neutral,1
114,2017-10-06 19:51:47,sad,1
115,2017-10-06 00:43:03,neutral,1
116,2017-10-06 03:36:50,sad,1
117,2017-10-06 18:34:19,sad,1
118,2017-10-06 01:47:42,happy,1
119,2017-10-06 14:22:44,happy,1
120,2017-10-06 14:00:32,sad,1
121,2017-10-06 08:54:27,happy,1
122,2017-10-06 19:00:01,sad,1
123,2017-10-06 22:25:26,sad,1
124,2017-10-06 15:18:08,neutral,1
125,2017-10-06 17:22:20,sad,1
126,2017-10-06 04:08:01,sad,1
127,2017-10-06 23:06:55,neutral,1
128,2017-10-06 03:29:49,neutral,1
129,2017-10-06 10:28:19,neutral,1
130,2017-10-06 18:27:28,sad,1
131,2017-10-07 08:40:08,happy,1
132,2017-10-07 08:28:36,sad,1
133,2017-10-07 14:47:24,neutral,1
134,2017-10-07 14:19:46,neutral,1
135,2017-10-07 06:59:09,neutral,1
136,2017-10-07 07:11:59,neutral,1
137,2017-10-07 13:28:43,sad,1
138,2017-10-07 11:13:38,neutral,1
139,2017-10-07 11:30:04,neutral,1
140,2017-10-08 20:02:35,neutral,1
141,2017-10-08 01:28:53,sad,1
142,2017-10-08 16:43:42,sad,1
143,2017-10-08 04:54:17,sad,1
144,2017-10-08 06:12:44,neutral,1
145,2017-10-08 23:21:05,neutral,1
146,2017-10-08 12:50:23,neutral,1
147,2017-10-08 12:49:36,happy,1
148,2017-10-08 23:45:37,neutral,1
149,2017-10-08 21:15:22,happy,1
150,2017-10-08 21:39:00,happy,1
151,2017-10-08 11:46:16,neutral,1
152,2017-10-08 11:46:18,neutral,1
153,2017-10-08 17:58:02,neutral,1
154,2017-10-08 14:20:58,neutral,1
155,2017-10-08 07:08:19,sad,1
156,2017-10-08 12:29:56,happy,1
157,2017-10-08 14:14:01,neutral,1
158,2017-10-08 02:42:16,neutral,1
159,2017-10-08 12:58:45,neutral,1
160,2017-10-08 17:25:06,neutral,1
161,2017-10-08 12:43:47,neutral,1
162,2017-10-08 06:35:59,happy,1
163,2017-10-08 07:38:05,neutral,1
164,2017-10-08 20:24:24,sad,1
165,2017-10-08 11:58:51,happy,1
166,2017-10-08 21:06:34,sad,1
167,2017-10-08 13:45:22,neutral,1
168,2017-10-08 18:31:17,neutral,1
169,2017-10-08 21:47:04,sad,1
170,2017-10-08 21:55:36,sad,1
171,2017-10-08 10:01:49,happy,1
172,2017-10-08 02:15:08,neutral,1
173,2017-10-08 23:49:09,happy,1
174,2017-10-08 13:37:31,sad,1
175,2017-10-08 06:59:10,happy,1
176,2017-10-08 07:06:57,happy,1
177,2017-10-08 01:45:28,sad,1
178,2017-10-08 03:40:15,neutral,1
179,2017-10-08 14:40:39,happy,1
180,2017-10-08 15:22:04,sad,1
181,2017-10-08 04:36:40,sad,1
182,2017-10-08 22:42:07,neutral,1
183,2017-10-09 06:51:05,neutral,1
184,2017-10-09 01:40:25,neutral,1
185,2017-10-09 15:17:11,happy,1
186,2017-10-09 22:26:32,neutral,1
187,2017-10-09 04:21:39,sad,1
188,2017-10-09 12:24:36,happy,1
189,2017-10-09 00:36:24,happy,1
190,2017-10-09 12:50:47,neutral,1
191,2017-10-09 14:46:06,sad,1
192,2017-10-09 00:06:16,happy,1
193,2017-10-09 19:07:03,neutral,1
194,2017-10-09 23:07:11,neutral,1
195,2017-10-09 18:42:59,neutral,1
196,2017-10-09 00:10:14,sad,1
197,2017-10-09 03:46:40,sad,1
198,2017-10-09 19:46:36,neutral,1
199,2017-10-09 07:18:49,neutral,1
200,2017-10-09 12:22:30,happy,1
201,2017-10-09 16:10:27,happy,1
202,2017-10-09 22:25:28,neutral,1
203,2017-10-09 19:44:53,happy,1
204,2017-10-09 04:05:36,happy,1
205,2017-10-09 18:41:37,sad,1
206,2017-10-09 14:07:16,happy,1
207,2017-10-09 01:10:01,sad,1
208,2017-10-09 06:08:42,happy,1
209,2017-10-09 09:13:26,sad,1
210,2017-10-09 14:58:17,happy,1
211,2017-10-09 05:52:57,neutral,1
212,2017-10-10 19:58:35,neutral,1
213,2017-10-10 22:34:04,sad,1
214,2017-10-10 05:23:21,happy,1
215,2017-10-10 06:10:28,neutral,1
216,2017-10-10 10:30:29,sad,1
217,2017-10-10 22:07:00,happy,1
218,2017-10-10 01:26:33,neutral,1
219,2017-10-10 13:12:45,sad,1
220,2017-10-10 17:39:42,neutral,1
221,2017-10-10 21:38:31,sad,1
222,2017-10-10 06:04:15,neutral,1
223,2017-10-10 10:44:41,neutral,1
224,2017-10-10 02:04:27,neutral,1
225,2017-10-10 03:08:10,sad,1
226,2017-10-10 05:03:04,neutral,1
227,2017-10-10 06:22:43,sad,1
228,2017-10-10 10:00:39,neutral,1
229,2017-10-10 17:41:40,happy,1
230,2017-10-10 06:19:47,sad,1
231,2017-10-10 21:02:20,neutral,1
232,2017-10-10 20:13:38,happy,1
233,2017-10-10 03:04:55,sad,1
234,2017-10-10 04:34:23,happy,1
235,2017-10-10 14:04:25,happy,1
236,2017-10-10 08:08:57,happy,1
237,2017-10-10 11:58:33,sad,1
238,2017-10-10 16:05:40,sad,1
239,2017-10-10 00:26:30,happy,1
240,2017-10-10 07:43:00,sad,1
241,2017-10-10 11:01:25,neutral,1
242,2017-10-10 23:14:33,neutral,1
243,2017-10-10 17:28:18,sad,1
244,2017-10-10 13:48:27,sad,1
245,2017-10-10 22:47:30,sad,1
246,2017-10-10 13:56:42,neutral,1
247,2017-10-11 18:58:01,neutral,1
248,2017-10-11 16:29:10,happy,1
249,2017-10-11 08:30:01,sad,1
250,2017-10-11 19:35:16,sad,1
251,2017-10-11 03:37:27,happy,1
252,2017-10-11 01:13:50,neutral,1
253,2017-10-11 09:20:28,sad,1
254,2017-10-11 05:42:56,neutral,1
255,2017-10-11 05:47:52,sad,1
256,2017-10-11 15:51:37,neutral,1
257,2017-10-11 13:16:59,happy,1
258,2017-10-11 03:40:08,neutral,1
259,2017-10-11 09:32:18,neutral,1
260,2017-10-12 06:16:41,sad,1
261,2017-10-12 09:56:51,sad,1
262,2017-10-12 01:37:56,happy,1
263,2017-10-12 04:02:22,neutral,1
264,2017-10-12 04:35:32,sad,1
265,2017-10-12 19:00:45,neutral,1
266,2017-10-12 15:10:30,sad,1
267,2017-10-12 04:55:07,sad,1
268,2017-10-12 09:55:18,happy,1
269,2017-10-12 20:39:18,happy,1
270,2017-10-12 10:05:00,sad,1
271,2017-10-12 09:34:11,neutral,1
272,2017-10-12 14:33:09,neutral,1
273,2017-10-12 22:36:20,neutral,1
274,2017-10-12 14:33:04,neutral,1
275,2017-10-12 20:18:20,sad,1
276,2017-10-12 03:09:42,neutral,1
277,2017-10-12 14:28:18,neutral,1
278,2017-10-12 14:38:22,sad,1
279,2017-10-12 20:59:06,happy,1
280,2017-10-12 09:54:51,sad,1
281,2017-10-12 11:06:28,happy,1
282,2017-10-12 09:58:12,neutral,1
283,2017-10-12 09:13:31,happy,1
284,2017-10-12 05:29:19,neutral,1
285,2017-10-12 15:15:01,happy,1
286,2017-10-12 16:36:48,neutral,1
287,2017-10-12 18:29:52,neutral,1
288,2017-10-12 09:16:43,sad,1
289,2017-10-12 03:50:40,happy,1
290,2017-10-12 01:14:07,neutral,1
291,2017-10-12 13:22:01,neutral,1
292,2017-10-12 00:54:17,neutral,1
293,2017-10-12 05:14:36,happy,1
294,2017-10-12 03:49:56,happy,1
295,2017-10-12 08:13:51,sad,1
296,2017-10-12 17:04:29,neutral,1
297,2017-10-12 22:53:49,sad,1
298,2017-10-12 00:11:46,sad,1
299,2017-10-13 11:40:47,sad,1
300,2017-10-13 21:28:49,neutral,1
301,2017-10-13 00:01:54,sad,1
302,2017-10-13 03:51:04,sad,1
303,2017-10-13 19:33:03,sad,1
304,2017-10-13 11:01:40,sad,1
305,2017-10-13 03:48:40,neutral,1
306,2017-10-13 13:29:26,neutral,1
307,2017-10-13 11:47:14,neutral,1
308,2017-10-13 00:33:46,happy,1
309,2017-10-13 14:10:07,happy,1
310,2017-10-13 15:00:17,sad,1
311,2017-10-13 18:26:41,neutral,1
312,2017-10-13 17:01:18,neutral,1
313,2017-10-13 09:15:22,neutral,1
314,2017-10-13 11:31:29,neutral,1
315,2017-10-13 01:16:51,neutral,1
316,2017-10-13 14:07:55,neutral,1
317,2017-10-13 18:58:11,happy,1
318,2017-10-13 00:47:53,happy,1
319,2017-10-13 10:27:14,neutral,1
320,2017-10-13 16:52:09,sad,1
321,2017-10-13 11:30:16,sad,1
322,2017-10-13 13:02:59,happy,1
323,2017-10-13 15:04:05,neutral,1
324,2017-10-13 18:12:09,sad,1
325,2017-10-13 11:32:19,happy,1
326,2017-10-13 11:37:38,sad,1
327,2017-10-13 15:39:12,happy,1
328,2017-10-13 02:15:25,neutral,1
329,2017-10-13 13:01:19,happy,1
330,2017-10-13 18:22:54,sad,1
331,2017-10-13 22:59:39,sad,1
332,2017-10-13 09:42:57,sad,1
333,2017-10-13 19:57:51,neutral,1
334,2017-10-13 10:48:59,sad,1
335,2017-10-13 06:26:54,sad,1
336,2017-10-13 21:46:21,sad,1
337,2017-10-13 03:12:50,sad,1
338,2017-10-13 03:36:49,sad,1
339,2017-10-13 13:03:15,sad,1
340,2017-10-13 08:10:34,happy,1
341,2017-10-13 04:35:12,neutral,1
342,2017-10-14 23:55:22,neutral,1
343,2017-10-14 05:39:23,sad,1
344,2017-10-14 06:14:08,happy,1
345,2017-10-14 22:58:14,happy,1
346,2017-10-14 03:10:35,neutral,1
347,2017-10-14 06:12:07,neutral,1
348,2017-10-14 14:32:58,happy,1
349,2017-10-14 12:32:29,happy,1
350,2017-10-14 11:15:59,neutral,1
351,2017-10-14 14:18:25,happy,1
352,2017-10-14 21:51:48,happy,1
353,2017-10-14 19:29:43,sad,1
354,2017-10-14 20:22:30,neutral,1
355,2017-10-14 01:10:17,happy,1
356,2017-10-14 01:54:49,sad,1
357,2017-10-14 21:11:33,neutral,1
358,2017-10-14 02:38:03,happy,1
359,2017-10-14 21:23:15,happy,1
360,2017-10-14 22:04:58,happy,1
361,2017-10-14 19:26:54,sad,1
362,2017-10-14 04:40:05,sad,1
363,2017-10-14 19:11:47,happy,1
364,2017-10-14 02:20:28,neutral,1
365,2017-10-14 07:47:29,neutral,1
366,2017-10-14 08:40:29,happy,1
367,2017-10-14 06:42:03,neutral,1
368,2017-10-14 19:22:22,neutral,1
369,2017-10-14 12:03:31,sad,1
370,2017-10-14 23:11:30,sad,1
371,2017-10-14 02:36:49,happy,1
372,2017-10-14 19:04:34,happy,1
373,2017-10-14 06:21:22,neutral,1
374,2017-10-14 14:13:10,happy,1
375,2017-10-14 00:18:25,neutral,1
376,2017-10-14 05:06:00,happy,1
377,2017-10-14 18:56:50,neutral,1
378,2017-10-14 19:23:17,happy,1
379,2017-10-14 22:56:07,sad,1
380,2017-10-15 22:29:33,sad,1
381,2017-10-15 23:22:47,sad,1
382,2017-10-15 08:02:31,neutral,1
383,2017-10-15 04:46:05,happy,1
384,2017-10-15 13:38:36,neutral,1
385,2017-10-15 14:41:41,neutral,1
386,2017-10-15 20:43:31,neutral,1
387,2017-10-15 15:22:03,neutral,1
388,2017-10-15 21:28:19,happy,1
389,2017-10-15 11:31:59,happy,1
390,2017-10-15 16:19:31,sad,1
391,2017-10-15 23:58:55,neutral,1
392,2017-10-15 22:31:23,happy,1
393,2017-10-15 16:56:15,neutral,1
394,2017-10-15 03:27:28,sad,1
395,2017-10-15 14:44:59,happy,1
396,2017-10-15 20:55:25,happy,1
397,2017-10-15 21:44:37,happy,1
398,2017-10-15 18:57:46,sad,1
399,2017-10-15 07:50:39,happy,1
400,2017-10-15 06:04:57,neutral,1
401,2017-10-15 14:52:10,happy,1
402,2017-10-15 14:12:27,neutral,1
403,2017-10-15 01:57:24,neutral,1
404,2017-10-15 19:50:37,happy,1
405,2017-10-15 18:47:54,sad,1
406,2017-10-15 07:07:32,neutral,1
407,2017-10-16 12:53:28,happy,1
408,2017-10-16 02:13:11,sad,1
409,2017-10-16 01:41:08,neutral,1
410,2017-10-16 04:50:15,neutral,1
411,2017-10-16 13:25:59,happy,1
412,2017-10-16 10:27:42,neutral,1
413,2017-10-16 01:36:05,sad,1
414,2017-10-16 14:24:05,neutral,1
415,2017-10-16 21:45:48,happy,1
416,2017-10-16 19:47:18,sad,1
417,2017-10-16 02:50:49,neutral,1
418,2017-10-16 00:44:09,neutral,1
419,2017-10-16 22:53:45,neutral,1
420,2017-10-16 13:31:12,neutral,1
421,2017-10-16 00:46:52,happy,1
422,2017-10-16 13:33:46,sad,1
423,2017-10-16 12:46:44,happy,1
424,2017-10-16 18:17:50,happy,1
425,2017-10-16 10:56:28,neutral,1
426,2017-10-16 22:21:18,sad,1
427,2017-10-16 06:05:17,sad,1
428,2017-10-17 13:40:07,sad,1
429,2017-10-17 21:22:56,neutral,1
430,2017-10-17 15:18:32,happy,1
431,2017-10-17 04:46:37,neutral,1
432,2017-10-17 14:07:31,sad,1
433,2017-10-17 08:12:47,happy,1
434,2017-10-17 16:04:28,sad,1
435,2017-10-17 15:57:36,neutral,1
436,2017-10-17 12:44:06,neutral,1
437,2017-10-17 17:10:53,sad,1
438,2017-10-17 14:41:03,sad,1
439,2017-10-17 17:39:58,happy,1
440,2017-10-17 21:33:39,happy,1
441,2017-10-17 12:30:10,sad,1
442,2017-10-17 23:56:47,neutral,1
443,2017-10-17 00:50:52,neutral,1
444,2017-10-17 16:05:21,neutral,1
445,2017-10-17 04:52:10,sad,1
446,2017-10-17 08:21:43,sad,1
447,2017-10-17 05:02:25,sad,1
448,2017-10-17 10:11:07,neutral,1
449,2017-10-17 01:36:11,happy,1
450,2017-10-17 19:12:23,happy,1
451,2017-10-17 17:14:15,neutral,1
452,2017-10-17 15:17:09,neutral,1
453,2017-10-17 14:41:22,sad,1
454,2017-10-17 20:59:20,happy,1
455,2017-10-17 14:10:21,sad,1
456,2017-10-17 16:52:10,neutral,1
457,2017-10-17 00:00:50,neutral,1
458,2017-10-17 01:52:27,sad,1
459,2017-10-17 14:22:21,neutral,1
460,2017-10-17 22:11:22,neutral,1
461,2017-10-17 04:46:45,sad,1
462,2017-10-17 12:52:49,sad,1
463,2017-10-17 22:58:21,sad,1
464,2017-10-17 20:35:13,sad,1
465,2017-10-17 22:42:16,sad,1
466,2017-10-17 00:17:24,sad,1
467,2017-10-18 08:25:16,neutral,1
468,2017-10-18 15:00:29,happy,1
469,2017-10-18 17:45:39,happy,1
470,2017-10-18 21:37:51,happy,1
471,2017-10-18 02:27:28,happy,1
472,2017-10-18 02:36:04,sad,1
473,2017-10-18 15:26:27,sad,1
474,2017-10-18 21:24:37,happy,1
475,2017-10-18 09:48:29,sad,1
476,2017-10-18 07:46:54,sad,1
477,2017-10-18 01:01:58,happy,1
478,2017-10-18 11:26:01,neutral,1
479,2017-10-18 00:17:21,happy,1
480,2017-10-18 09:54:57,sad,1
481,2017-10-18 12:01:04,happy,1
482,2017-10-19 11:03:25,neutral,1
483,2017-10-19 21:49:09,happy,1
484,2017-10-19 08:27:10,neutral,1
485,2017-10-19 12:49:16,neutral,1
486,2017-10-19 20:15:13,neutral,1
487,2017-10-19 10:44:08,neutral,1
488,2017-10-19 13:07:47,neutral,1
489,2017-10-19 16:14:15,neutral,1
490,2017-10-19 19:36:21,happy,1
491,2017-10-19 00:32:18,sad,1
492,2017-10-19 15:19:22,happy,1
493,2017-10-19 14:21:33,happy,1
494,2017-10-19 09:02:10,neutral,1
495,2017-10-19 03:19:48,neutral,1
496,2017-10-19 07:37:06,sad,1
497,2017-10-19 16:45:27,neutral,1
498,2017-10-19 02:29:40,neutral,1
499,2017-10-19 07:59:50,neutral,1
500,2017-10-19 08:39:24,neutral,1
501,2017-10-19 12:44:15,neutral,1
502,2017-10-19 11:05:16,happy,1
503,2017-10-19 23:58:52,sad,1
504,2017-10-19 23:07:54,sad,1
505,2017-10-19 05:38:57,neutral,1
506,2017-10-19 07:10:56,sad,1
507,2017-10-19 20:44:04,neutral,1
508,2017-10-19 07:03:21,sad,1
509,2017-10-19 16:23:17,happy,1
510,2017-10-19 02:27:04,sad,1
511,2017-10-19 02:45:29,sad,1
512,2017-10-19 03:06:24,neutral,1
513,2017-10-19 18:38:24,neutral,1
514,2017-10-19 02:20:51,happy,1
515,2017-10-19 18:03:01,neutral,1
516,2017-10-19 17:56:44,happy,1
517,2017-10-19 03:02:45,happy,1
518,2017-10-19 14:39:02,happy,1
519,2017-10-19 10:21:28,happy,1
520,2017-10-19 12:29:44,sad,1
521,2017-10-19 03:29:58,neutral,1
522,2017-10-19 03:20:04,sad,1
523,2017-10-19 23:14:41,happy,1
524,2017-10-19 17:09:50,neutral,1
525,2017-10-19 18:19:43,sad,1
526,2017-10-19 09:18:02,neutral,1
527,2017-10-19 03:13:10,sad,1
528,2017-10-20 21:57:02,neutral,1
529,2017-10-20 13:21:20,neutral,1
530,2017-10-20 09:20:44,sad,1
531,2017-10-20 21:39:50,neutral,1
532,2017-10-20 20:04:09,neutral,1
533,2017-10-20 08:05:01,happy,1
534,2017-10-20 16:05:21,neutral,1
535,2017-10-20 00:21:09,neutral,1
536,2017-10-20 16:25:29,happy,1
537,2017-10-20 21:55:57,happy,1
538,2017-10-20 12:00:11,sad,1
539,2017-10-20 03:34:10,neutral,1
540,2017-10-20 08:52:48,sad,1
541,2017-10-20 11:15:31,happy,1
542,2017-10-20 06:20:58,neutral,1
543,2017-10-20 16:17:51,neutral,1
544,2017-10-20 18:46:08,neutral,1
545,2017-10-20 01:02:45,happy,1
546,2017-10-20 02:07:41,neutral,1
547,2017-10-20 09:21:56,sad,1
548,2017-10-20 05:00:29,sad,1
549,2017-10-20 23:57:41,happy,1
550,2017-10-20 07:54:34,neutral,1
551,2017-10-20 18:39:58,neutral,1
552,2017-10-20 23:08:31,neutral,1
553,2017-10-20 08:49:11,happy,1
554,2017-10-20 16:53:57,sad,1
555,2017-10-21 04:56:29,neutral,1
556,2017-10-21 21:32:29,neutral,1
557,2017-10-21 21:50:06,neutral,1
558,2017-10-21 13:26:11,neutral,1
559,2017-10-21 12:20:57,sad,1
560,2017-10-21 08:09:45,neutral,1
561,2017-10-21 08:29:59,sad,1
562,2017-10-21 03:41:17,neutral,1
563,2017-10-21 20:19:28,neutral,1
564,2017-10-21 03:56:48,happy,1
565,2017-10-21 17:16:11,sad,1
566,2017-10-21 21:48:49,happy,1
567,2017-10-21 08:20:21,sad,1
568,2017-10-21 14:37:12,sad,1
569,2017-10-21 19:14:27,neutral,1
570,2017-10-22 00:58:32,neutral,1
571,2017-10-22 19:26:22,neutral,1
572,2017-10-22 12:54:53,sad,1
573,2017-10-22 05:50:04,neutral,1
574,2017-10-22 11:14:55,neutral,1
575,2017-10-22 19:08:47,happy,1
576,2017-10-22 05:05:12,neutral,1
577,2017-10-22 07:23:49,sad,1
578,2017-10-22 15:27:54,happy,1
579,2017-10-22 14:07:18,happy,1
580,2017-10-22 01:43:48,happy,1
581,2017-10-22 11:03:04,neutral,1
582,2017-10-22 23:40:39,happy,1
583,2017-10-22 18:20:01,sad,1
584,2017-10-22 04:25:50,neutral,1
585,2017-10-22 03:39:25,sad,1
586,2017-10-22 15:19:38,sad,1
587,2017-10-22 16:29:18,happy,1
588,2017-10-22 17:39:38,sad,1
589,2017-10-22 19:04:40,happy,1
590,2017-10-22 22:30:30,happy,1
591,2017-10-22 08:31:34,sad,1
592,2017-10-22 05:31:54,happy,1
593,2017-10-22 11:46:34,sad,1
594,2017-10-22 18:14:00,sad,1
595,2017-10-22 00:08:34,sad,1
596,2017-10-22 22:19:16,happy,1
597,2017-10-22 01:31:39,happy,1
598,2017-10-22 00:14:37,sad,1
599,2017-10-22 23:39:18,happy,1
600,2017-10-22 22:09:39,sad,1
601,2017-10-23 22:59:36,sad,1
602,2017-10-23 09:48:23,sad,1
603,2017-10-23 08:24:47,neutral,1
604,2017-10-23 12:04:39,neutral,1
605,2017-10-23 04:35:38,happy,1
606,2017-10-23 10:47:51,sad,1
607,2017-10-23 05:46:14,happy,1
608,2017-10-23 22:05:57,sad,1
609,2017-10-23 08:54:22,happy,1
610,2017-10-23 12:53:32,sad,1
611,2017-10-23 06:07:43,happy,1
612,2017-10-23 13:29:20,happy,1
613,2017-10-23 14:00:43,neutral,1
614,2017-10-23 11:00:05,neutral,1
615,2017-10-23 17:58:13,sad,1
616,2017-10-23 22:08:31,neutral,1
617,2017-10-23 22:44:39,sad,1
618,2017-10-23 03:59:40,sad,1
619,2017-10-23 07:05:32,happy,1
620,2017-10-23 15:36:24,sad,1
621,2017-10-23 12:47:32,neutral,1
622,2017-10-23 01:12:20,sad,1
623,2017-10-23 12:19:59,happy,1
624,2017-10-23 20:01:44,neutral,1
625,2017-10-23 16:25:33,sad,1
626,2017-10-23 15:21:39,happy,1
627,2017-10-23 09:17:27,sad,1
628,2017-10-23 16:51:01,happy,1
629,2017-10-23 21:00:43,sad,1
630,2017-10-23 06:29:56,sad,1
631,2017-10-23 14:32:55,happy,1
632,2017-10-23 16:05:29,sad,1
633,2017-10-23 08:59:29,happy,1
634,2017-10-23 16:46:33,neutral,1
635,2017-10-23 01:24:40,sad,1
636,2017-10-23 10:03:31,neutral,1
637,2017-10-24 19:56:56,neutral,1
638,2017-10-24 09:17:07,neutral,1
639,2017-10-24 15:00:57,happy,1
640,2017-10-24 01:55:06,sad,1
641,2017-10-24 04:41:43,happy,1
642,2017-10-24 04:23:46,neutral,1
643,2017-10-24 10:28:16,sad,1
644,2017-10-24 23:26:25,sad,1
645,2017-10-24 16:20:53,sad,1
646,2017-10-24 09:42:22,happy,1
647,2017-10-24 05:35:46,happy,1
648,2017-10-24 15:26:10,neutral,1
649,2017-10-24 16:17:35,happy,1
650,2017-10-24 21:37:40,happy,1
651,2017-10-24 11:12:46,neutral,1
652,2017-10-24 03:51:29,neutral,1
653,2017-10-24 08:12:22,happy,1
654,2017-10-24 00:47:22,sad,1
655,2017-10-24 05:15:10,happy,1
656,2017-10-24 09:31:48,neutral,1
657,2017-10-24 05:07:51,sad,1
658,2017-10-24 20:05:18,neutral,1
659,2017-10-24 02:37:03,happy,1
660,2017-10-24 03:19:37,sad,1
661,2017-10-24 11:05:37,happy,1
662,2017-10-24 14:37:07,sad,1
663,2017-10-24 10:32:56,happy,1
664,2017-10-24 12:17:30,happy,1
665,2017-10-24 03:57:34,sad,1
666,2017-10-24 20:37:55,sad,1
667,2017-10-24 01:03:10,happy,1
668,2017-10-24 14:16:52,neutral,1
669,2017-10-24 07:24:55,neutral,1
670,2017-10-24 17:29:30,neutral,1
671,2017-10-24 19:37:27,happy,1
672,2017-10-24 08:10:06,happy,1
673,2017-10-24 08:17:46,sad,1
674,2017-10-24 09:46:22,neutral,1
675,2017-10-24 20:26:03,sad,1
676,2017-10-24 12:55:39,neutral,1
677,2017-10-24 21:16:35,happy,1
678,2017-10-24 03:32:14,sad,1
679,2017-10-24 22:56:11,happy,1
680,2017-10-24 03:23:37,sad,1
681,2017-10-24 19:20:30,happy,1
682,2017-10-24 11:37:39,neutral,1
683,2017-10-24 01:32:03,sad,1
684,2017-10-24 06:26:46,neutral,1
685,2017-10-25 02:52:36,neutral,1
